,Unnamed: 0,Baker,Signature,Technical,Showstopper,episode_number,episode_theme,season
13,1,Dorret,Almond and Apricot Biscotti with Amber Sugar Crystals,1,Box of Frogs,2,biscuits,6
14,2,Flora,Wedding Biscotti,2,Honey and Earl Grey Tea Box,2,biscuits,6
15,3,Ian,"Orange, Rosemary and Almond Biscotti",3,Sandwich de la Confiture,2,biscuits,6
16,4,Marie,Biscotti Italiano,11,Russian Box,2,biscuits,6
17,5,Mat,"Pistachio, Cranberry and White Chocolate Biscotti",5,Gingerbread Fire Engine,2,biscuits,6
18,6,Nadiya,"Coconut, Fennel and Pistachio Biscotti",9,Box of Fortunes,2,biscuits,6
19,7,Paul,"Chocolate, Hazelnut and Fig Biscotti",10,Memory Box,2,biscuits,6
20,8,Sandy,Chocolate Chunk and Hazelnut Biscotti,4,Sundried Tomato Cheese Biscuit Box,2,biscuits,6
21,9,Tamal,"Cinnamon, Maple and Cranberry Biscotti",8,Chessboard Box,2,biscuits,6
22,10,Ugnė,White Wine Biscotti,7,Baby Climbing into the Cookie Box,2,biscuits,6
23,0,Alvin,"Prosciutto, Manchego and Balsamic Onion Soda Breads",4,Cornucopia,3,bread,6
24,1,Dorret,Walnut and Stilton Soda Breads,6,Unmade Bread,3,bread,6
25,2,Flora,Fig and Hazelnut Rye Breads,2,Herb Couture,3,bread,6
26,3,Ian,Wild Garlic Pesto Soda Breads,1,Flour Power,3,bread,6
27,4,Mat,"Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",8,Curry Inspired Brighton Pavilion,3,bread,6
28,5,Nadiya,Mexican Bread with Warm Tomato Salsa,9,Snake Charmer's Basket,3,bread,6
29,6,Paul,Cranberry and Orange Sweet Soda Breads,10,King of the Jungle,3,bread,6
30,7,Sandy,Soda Breads with Smoked Bacon and Onion,7,Basket of Bread Flowers with a Walnut and Blue Cheese Centre,3,bread,6
31,8,Tamal,"Fig, Cheese and Walnut Breads",3,Breadcycle,3,bread,6
32,9,Ugnė,Chocolate Quick Breads with Salted Caramel Sauce,5,Easter Basket,3,bread,6
33,0,Alvin,Blackberry Crème Brûlées,9,Tower of Fruits Cheesecakes,4,desserts,6
34,1,Flora,Rhubarb and Ginger Crème Brûlées,3,Elderflower and Granola Cheesecakes,4,desserts,6
35,2,Ian,Pomegranate Two Ways Crème Brûlées,4,Trio of Spicy and Herby Baked Cheesecakes,4,desserts,6
36,3,Mat,Coconut Crème Brûlées,7,Chocolate Bar Cheesecakes,4,desserts,6
37,4,Nadiya,Cinnamon Tea Crème Brûlées,8,Fizzy Pop Cheesecakes,4,desserts,6
38,5,Paul,Almond Crème Brûlées,1,Berry Cheesecake Tower,4,desserts,6
39,6,Sandy,Pontefract Crème Brûlées,6,"Cassata, Whisky and Orange & Apple Pie Cheesecakes",4,desserts,6
40,7,Tamal,Rhubarb and Ginger Crème Brûlées,5,"Mango, Hazelnut and Rosemary Cheesecake Trio",4,desserts,6
41,8,Ugnė,Marula Fruit and Coffee Liqueur Crème Brûlées,2,"Lime, Coconut and Hazelnut Cheesecakes",4,desserts,6
42,0,Alvin,Pineapple Upside Down Cake,8,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll",5,alternative ingredients,6
43,1,Flora,"Pistachio, Apple and Cardamom Madeleine Cake",3,Chocolate and Pear Bûche,5,alternative ingredients,6
44,2,Ian,Honey and Flowers Cake,5,Dessert Island,5,alternative ingredients,6
45,3,Mat,Sugar Free Carrot Cake,4,Raspberry and Coconut Ice Cream Roll,5,alternative ingredients,6
46,4,Nadiya,Naked Blueberry and Caraway Crunch Cake,1,Chocolate and Strawberry Lime Ice Cream Roll,5,alternative ingredients,6
47,5,Paul,Carrot & Pecan Cake,2,Dessert Island Getaway,5,alternative ingredients,6
48,6,Tamal,Honey and Grapefruit Polenta Cake,7,Passion Fruit and Pineapple Ice Cream Roll,5,alternative ingredients,6
49,7,Ugnė,Chocolate and Hazelnut Sugar-Free Cake,6,"Chocolate, Peanut Butter and Grape Jam Roll",5,alternative ingredients,6
50,0,Alvin,Plum Frangipane Tart,6,Smoked Salmon En Croûte and Vermouth Chicken à la King Vol-au-vents,6,pastry,6
51,1,Flora,Apricot and Rosemary Frangipane Tart,2,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents,6,pastry,6
52,2,Ian,Pear and Raspberry Frangipane Tart,3,vol-au-vents Terre et Mer,6,pastry,6
53,3,Mat,Piña Colada Frangipane Tart,1,His 'n' Hers Vol-au-vents,6,pastry,6
54,4,Nadiya,"Bay Leaf, Rong Tea and Pear Tart",4,Bengali Korma and Clementine with Cod Vol-au-vents,6,pastry,6
55,5,Paul,Christmas Frangipane Tart,5,Savoury and Sweet Bouchées,6,pastry,6
56,6,Tamal,Spiced Pear Frangipane Tart,7,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents,6,pastry,6
57,0,Flora,Game Pie with Shallot and Apple Chutney,4,"Raspberry, Pomegranate and Champagne Charlotte Russe",7,victorian,6
58,1,Ian,Roadkill Pie,5,Victoria's Crown Charlotte Russe,7,victorian,6
59,2,Mat,Raised Venison and Pigeon Pie,6,Strawberry Charlotte Russe,7,victorian,6
60,3,Nadiya,Aromatic Raised Game Pie,1,Mango and Raspberry Charlotte Russe,7,victorian,6
61,4,Paul,Not a Boaring Pie,2,Charlotte Rose,7,victorian,6
62,5,Tamal,Middle Eastern Game Pie,3,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",7,victorian,6
63,0,Flora,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,3,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,8,patisserie,6
64,1,Ian,Mont Blanc & Black Forest Gâteau Horns,2,Nun with Hidden Passions,8,patisserie,6
65,2,Nadiya,Rose Pistachio and Mocha Hazelnut Horns,1,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,8,patisserie,6
66,3,Paul,Café Tipple & Banana Crunch-away Horns,5,Religieuse à l'ancienne,8,patisserie,6
67,4,Tamal,Lime & Mascarpone and Malt Cream Horns,4,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,8,patisserie,6
68,0,Flora,Passion Fruit and Chocolate Tart,1,Cocoa Carousel,9,chocolate,6
69,1,Ian,Chocolate and Bay Tart,3,Chocolate Well,9,chocolate,6
70,2,Nadiya,Peanut Salted Caramel and Chocolate Tart,4,Peacock in Nan's Door,9,chocolate,6
71,3,Tamal,Chocolate New York Pie,2,Chocolate Bell Tower,9,chocolate,6
72,0,Ian,Elderflower and Lemon & Spiced Buns,2,Colossal Curvy Carrot Cake,10,final,6
73,1,Nadiya,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,1,My Big Fat British Wedding Cake,10,final,6
74,2,Tamal,Cinnamon and Apple & Toffee and Marmalade Iced Buns,3,Sticky Toffee Pudding Cake,10,final,6
